date,schema_version,source,lag_days,trend_tag,volatility_tag,drawdown_tag,breadth_tag,dispersion_tag,llm_style_summary
2024-09-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-09-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-09-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-09-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-09-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,high,balanced
2024-09-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,high,selective_alpha
2024-09-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-09-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,watch,broad,normal,balanced
2024-09-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,normal,risk_on_trend
2024-09-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-09-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-09-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-10-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-10-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-10-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-10-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-10-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-10-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-10-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-10-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-10-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-10-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-10-31,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-11-01,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-11-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-11-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-11-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,high,risk_off_stress
2024-11-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,high,risk_off_stress
2024-11-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2024-11-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,high,risk_off_stress
2024-11-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,high,risk_off_stress
2024-11-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,normal,risk_off_stress
2024-11-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2024-11-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,normal,risk_off_stress
2024-11-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,normal,risk_off_stress
2024-11-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,normal,risk_off_stress
2024-11-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,normal,risk_off_stress
2024-11-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,normal,risk_off_stress
2024-11-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-11-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-11-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-11-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-11-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-11-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-12-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-12-31,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2025-01-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2025-01-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2025-01-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2025-01-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2025-01-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2025-01-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2025-01-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2025-01-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2025-01-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2025-01-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-01-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-01-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-01-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-01-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-01-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-01-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-01-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2025-01-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2025-01-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2025-02-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2025-02-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-02-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2025-02-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,watch,broad,normal,balanced
2025-02-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,watch,broad,normal,balanced
2025-02-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2025-02-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2025-02-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2025-02-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2025-02-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,calm,broad,normal,balanced
2025-02-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-02-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-02-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-02-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-02-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-02-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-02-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-02-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-02-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-02-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2025-03-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2025-03-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2025-03-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2025-03-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2025-03-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2025-03-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2025-03-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-03-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2025-03-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2025-03-31,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2025-04-01,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2025-04-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2025-04-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2025-04-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2025-04-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,high,risk_on_trend
2025-04-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2025-04-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2025-04-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,high,selective_alpha
2025-04-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,high,risk_off_stress
2025-04-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-04-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,high,risk_off_stress
2025-04-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-04-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-04-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-04-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-04-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-04-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-04-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-04-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2025-05-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2025-05-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2025-05-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2025-05-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,normal,risk_on_trend
2025-05-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-05-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-05-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,normal,risk_on_trend
2025-05-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,normal,risk_on_trend
2025-05-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-05-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-05-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-05-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-06-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,normal,risk_on_trend
2025-06-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,normal,risk_on_trend
2025-06-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2025-07-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
